onset	duration	trial_type	trial	group	subject	choice	triad_outcome
0.0	60.0	rest	1	G03	S03	n/a	n/a
60.0	60.0	rest	2	G03	S03	n/a	n/a
120.0	60.0	rest	3	G03	S03	n/a	n/a
